age;marital;address;income;inccat;car;carcat;ed;employ;retire;empcat;jobsat;gender;reside;wireless;multline;voice;pager;internet;callid;callwait;owntv;ownvcr;owncd;ownpda;ownpc;ownfax;news;response
43;Non marrié(e);16;68;$50 - $74;33,8;Luxe;Bac +2;15;Non;6 à 10;Neutre;Femme;1;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
32;Non marrié(e);3;48;$25 - $49;23,9;Standard;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Oui;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
27;Non marrié(e);2;36;$25 - $49;17,8;Standard;Bac +2;2;Non;Moins de 2;Très satisfait;Femme;2;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
36;Non marrié(e);0;44;$25 - $49;21,9;Standard;Bac +5 et +;3;Non;Moins de 2;Très insatisfait;Homme;2;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
44;Marrié(e);22;157;$75 - $124;79;Luxe;Bac +3/4;16;Non;6 à 10;Satisfait;Femme;2;Oui;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non
37;Non marrié(e);18;63;$50 - $74;31,5;Luxe;Inf au Bac;18;Non;6 à 10;Neutre;Femme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
41;Marrié(e);18;41;$25 - $49;19,6;Standard;Niveau Bac;3;Non;Moins de 2;Satisfait;Femme;3;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
44;Non marrié(e);24;70;$50 - $74;34,3;Luxe;Niveau Bac;5;Non;2 à 5;Très satisfait;Femme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
50;Non marrié(e);18;34;$25 - $49;17,4;Standard;Bac +3/4;13;Non;2 à 5;Satisfait;Homme;1;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
44;Non marrié(e);8;49;$25 - $49;23,8;Standard;Niveau Bac;4;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Non;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
30;Marrié(e);8;41;$25 - $49;19,3;Standard;Niveau Bac;11;Non;2 à 5;Neutre;Femme;4;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
58;Marrié(e);6;267;$75 - $124;65,2;Luxe;Bac +5 et +;28;Non;6 à 10;Satisfait;Femme;2;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
36;Marrié(e);3;58;$50 - $74;29,4;Standard;Bac +2;7;Non;2 à 5;Insatistait;Femme;5;Non;Non;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
44;Marrié(e);2;126;$75 - $124;62,6;Luxe;Bac +2;22;Non;6 à 10;Très satisfait;Homme;3;Non;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
32;Marrié(e);1;29;$25 - $49;14,4;Economique;Inf au Bac;3;Non;Moins de 2;Très insatisfait;Femme;2;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
30;Non marrié(e);2;42;$25 - $49;21,5;Standard;Bac +5 et +;0;Non;Moins de 2;Neutre;Homme;1;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non
65;Non marrié(e);25;9;Inf à $25;4,4;Economique;Bac +2;2;Oui;Moins de 2;Neutre;Homme;1;Non;Oui;Oui;Non;Aucun;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non
37;Non marrié(e);16;62;$50 - $74;31;Luxe;Bac +2;8;Non;2 à 5;Satisfait;Femme;1;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
44;Non marrié(e);16;86;$75 - $124;43,4;Luxe;Bac +5 et +;0;Non;Moins de 2;Insatistait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
51;Marrié(e);26;46;$25 - $49;23,5;Standard;Niveau Bac;13;Non;2 à 5;Satisfait;Homme;4;Non;Non;Non;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
43;Marrié(e);12;52;$50 - $74;25,3;Standard;Niveau Bac;5;Non;2 à 5;Très satisfait;Femme;4;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
47;Marrié(e);0;80;$75 - $124;39,7;Luxe;Niveau Bac;25;Non;6 à 10;Insatistait;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
53;Non marrié(e);21;82;$75 - $124;41,7;Luxe;Niveau Bac;17;Non;6 à 10;Neutre;Femme;1;Non;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
56;Non marrié(e);14;64;$50 - $74;32;Luxe;Inf au Bac;20;Non;6 à 10;Satisfait;Femme;1;Non;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
65;Marrié(e);26;10;Inf à $25;4,9;Economique;Inf au Bac;14;Oui;2 à 5;Très satisfait;Homme;2;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
45;Non marrié(e);5;89;$75 - $124;44,9;Luxe;Bac +2;20;Non;6 à 10;Très insatisfait;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
43;Non marrié(e);12;42;$25 - $49;20,8;Standard;Bac +3/4;3;Non;Moins de 2;Insatistait;Homme;1;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non
43;Marrié(e);4;58;$50 - $74;28,4;Standard;Bac +5 et +;5;Non;2 à 5;Neutre;Homme;4;Oui;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
57;Marrié(e);15;240;$75 - $124;74,6;Luxe;Bac +2;35;Oui;6 à 10;Neutre;Homme;4;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
44;Marrié(e);10;30;$25 - $49;14,2;Economique;Niveau Bac;11;Non;2 à 5;Neutre;Homme;6;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
58;Marrié(e);14;32;$25 - $49;15,5;Standard;Niveau Bac;3;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
36;Marrié(e);9;77;$75 - $124;38;Luxe;Niveau Bac;10;Non;2 à 5;Satisfait;Femme;2;Oui;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
57;Marrié(e);35;189;$75 - $124;95;Luxe;Inf au Bac;23;Non;6 à 10;Neutre;Homme;2;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
41;Marrié(e);3;151;$75 - $124;75,6;Luxe;Niveau Bac;20;Non;6 à 10;Très satisfait;Homme;3;Oui;Non;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
68;Non marrié(e);39;188;$75 - $124;94,7;Luxe;Inf au Bac;34;Non;6 à 10;Neutre;Femme;1;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
46;Marrié(e);26;68;$50 - $74;34,3;Luxe;Bac +3/4;1;Non;Moins de 2;Satisfait;Homme;2;Oui;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui
40;Marrié(e);16;41;$25 - $49;20,9;Standard;Niveau Bac;9;Non;2 à 5;Neutre;Femme;5;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
19;Non marrié(e);0;26;$25 - $49;13,2;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
40;Non marrié(e);10;71;$50 - $74;35,8;Luxe;Inf au Bac;19;Non;6 à 10;Satisfait;Femme;1;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
34;Marrié(e);7;28;$25 - $49;14,5;Economique;Bac +3/4;1;Non;Moins de 2;Très insatisfait;Femme;3;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
27;Non marrié(e);0;16;Inf à $25;7,8;Economique;Inf au Bac;4;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non
56;Non marrié(e);20;54;$50 - $74;27;Standard;Niveau Bac;16;Non;6 à 10;Neutre;Homme;1;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
30;Non marrié(e);6;20;Inf à $25;10,1;Economique;Niveau Bac;5;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
40;Non marrié(e);19;37;$25 - $49;18,2;Standard;Bac +3/4;2;Non;Moins de 2;Satisfait;Homme;3;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
53;Marrié(e);25;21;Inf à $25;10,2;Economique;Inf au Bac;3;Non;Moins de 2;Neutre;Homme;2;Non;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
58;Marrié(e);22;88;$75 - $124;43,4;Luxe;Niveau Bac;28;Non;6 à 10;Très satisfait;Homme;5;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
20;Non marrié(e);1;21;Inf à $25;10,7;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non
53;Non marrié(e);21;60;$50 - $74;30,5;Luxe;Niveau Bac;23;Non;6 à 10;Neutre;Femme;1;Oui;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
54;Non marrié(e);29;160;$75 - $124;79,2;Luxe;Bac +2;25;Non;6 à 10;Insatistait;Femme;1;Non;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
54;Non marrié(e);11;55;$50 - $74;28,6;Standard;Bac +5 et +;23;Non;6 à 10;Satisfait;Femme;1;Oui;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
39;Non marrié(e);1;228;$75 - $124;74,4;Luxe;Bac +3/4;16;Non;6 à 10;Très satisfait;Homme;1;Non;Non;Non;Non;;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
59;Non marrié(e);37;11;Inf à $25;5,4;Economique;Inf au Bac;18;Oui;6 à 10;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non
66;Marrié(e);10;19;Inf à $25;9,5;Economique;Niveau Bac;4;Non;Moins de 2;Insatistait;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
28;Marrié(e);3;25;$25 - $49;12,3;Economique;Bac +3/4;2;Non;Moins de 2;Neutre;Homme;3;Oui;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
29;Marrié(e);6;18;Inf à $25;8,9;Economique;Inf au Bac;1;Non;Moins de 2;Insatistait;Femme;4;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
26;Non marrié(e);3;24;Inf à $25;12,1;Economique;Niveau Bac;0;Non;Moins de 2;Insatistait;Homme;4;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Oui
54;Marrié(e);13;152;$75 - $124;74,4;Luxe;Niveau Bac;25;Non;6 à 10;Neutre;Femme;6;Non;Oui;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
31;Marrié(e);10;45;$25 - $49;22,6;Standard;Inf au Bac;10;Non;2 à 5;Neutre;Homme;2;Non;Non;Non;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
65;Marrié(e);28;282;$75 - $124;81,2;Luxe;Inf au Bac;39;Non;6 à 10;Neutre;Homme;5;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non
21;Non marrié(e);2;20;Inf à $25;9,8;Economique;Inf au Bac;2;Non;Moins de 2;Insatistait;Femme;1;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
31;Marrié(e);6;44;$25 - $49;21,5;Standard;Bac +2;6;Non;2 à 5;Satisfait;Femme;4;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
36;Marrié(e);5;68;$50 - $74;34,5;Luxe;Bac +3/4;1;Non;Moins de 2;Très insatisfait;Homme;2;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
37;Marrié(e);18;45;$25 - $49;22,4;Standard;Bac +3/4;3;Non;Moins de 2;Très satisfait;Femme;2;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
34;Marrié(e);1;30;$25 - $49;14,6;Economique;Bac +2;2;Non;Moins de 2;Insatistait;Femme;2;Oui;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
48;Non marrié(e);8;86;$75 - $124;42,2;Luxe;Niveau Bac;15;Non;6 à 10;Insatistait;Homme;1;Non;Non;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
24;Non marrié(e);4;31;$25 - $49;15,1;Standard;Bac +2;2;Non;Moins de 2;Neutre;Femme;1;Oui;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
46;Non marrié(e);10;205;$75 - $124;68,1;Luxe;Bac +3/4;20;Non;6 à 10;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non
33;Marrié(e);4;45;$25 - $49;21,9;Standard;Niveau Bac;12;Non;2 à 5;Satisfait;Homme;4;Oui;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
34;Non marrié(e);3;41;$25 - $49;20,9;Standard;Bac +3/4;4;Non;Moins de 2;Satisfait;Homme;1;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
52;Marrié(e);25;34;$25 - $49;17,1;Standard;Bac +2;9;Non;2 à 5;Très insatisfait;Femme;4;Oui;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
33;Non marrié(e);0;31;$25 - $49;15,5;Standard;Inf au Bac;8;Non;2 à 5;Satisfait;Femme;4;Oui;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
32;Marrié(e);8;45;$25 - $49;22,3;Standard;Bac +2;6;Non;2 à 5;Très insatisfait;Femme;3;Oui;Oui;Non;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
36;Marrié(e);8;71;$50 - $74;36,1;Luxe;Niveau Bac;7;Non;2 à 5;Satisfait;Femme;2;Oui;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
55;Non marrié(e);18;18;Inf à $25;8,9;Economique;Bac +2;25;Oui;6 à 10;Satisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
48;Non marrié(e);12;123;$75 - $124;60,8;Luxe;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
27;Marrié(e);8;20;Inf à $25;10,2;Economique;Inf au Bac;3;Non;Moins de 2;Très insatisfait;Homme;7;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
69;Marrié(e);0;24;Inf à $25;12,2;Economique;Inf au Bac;20;Oui;6 à 10;Très insatisfait;Homme;3;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
41;Non marrié(e);9;226;$75 - $124;70,8;Luxe;Niveau Bac;19;Non;6 à 10;Satisfait;Femme;2;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
37;Marrié(e);8;22;Inf à $25;10,8;Economique;Bac +3/4;3;Non;Moins de 2;Insatistait;Femme;3;Oui;Non;Non;Non;Aucun;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui
39;Marrié(e);13;40;$25 - $49;19,2;Standard;Bac +3/4;2;Non;Moins de 2;Neutre;Femme;5;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
31;Non marrié(e);9;60;$50 - $74;29,2;Standard;Bac +2;10;Non;2 à 5;Satisfait;Homme;3;Oui;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
50;Non marrié(e);21;145;$75 - $124;73,1;Luxe;Bac +2;25;Non;6 à 10;Neutre;Femme;1;Oui;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
67;Non marrié(e);38;10;Inf à $25;4,8;Economique;Inf au Bac;27;Oui;6 à 10;Satisfait;Femme;1;Non;Non;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
48;Marrié(e);19;36;$25 - $49;18,5;Standard;Inf au Bac;8;Non;2 à 5;Insatistait;Homme;4;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
42;Marrié(e);22;51;$50 - $74;24,9;Standard;Bac +2;13;Non;2 à 5;Satisfait;Femme;4;Non;Non;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
19;Non marrié(e);0;26;$25 - $49;12,7;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non
39;Marrié(e);4;37;$25 - $49;18,2;Standard;Inf au Bac;3;Non;Moins de 2;Très insatisfait;Femme;3;Non;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
55;Non marrié(e);17;57;$50 - $74;27,3;Standard;Bac +3/4;7;Non;2 à 5;Neutre;Femme;4;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
29;Marrié(e);4;86;$75 - $124;43,5;Luxe;Bac +3/4;0;Non;Moins de 2;Très insatisfait;Femme;6;Oui;Oui;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
48;Marrié(e);3;33;$25 - $49;16,8;Standard;Inf au Bac;11;Non;2 à 5;Satisfait;Femme;2;Non;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
36;Non marrié(e);15;44;$25 - $49;22,7;Standard;Niveau Bac;13;Non;2 à 5;Très insatisfait;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
27;Marrié(e);4;14;Inf à $25;6,8;Economique;Bac +5 et +;0;Non;Moins de 2;Insatistait;Femme;3;Oui;Non;Non;Non;Dial-up;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non
45;Non marrié(e);24;118;$75 - $124;58,3;Luxe;Bac +5 et +;7;Non;2 à 5;Très satisfait;Femme;1;Oui;Oui;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
39;Non marrié(e);18;102;$75 - $124;50;Luxe;Bac +2;17;Non;6 à 10;Satisfait;Homme;2;Oui;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non
49;Non marrié(e);0;43;$25 - $49;20,5;Standard;Bac +2;2;Non;Moins de 2;Insatistait;Femme;1;Non;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
36;Non marrié(e);17;87;$75 - $124;43,2;Luxe;Bac +2;12;Non;2 à 5;Insatistait;Homme;1;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Non marrié(e);13;40;$25 - $49;19,6;Standard;Bac +2;12;Non;2 à 5;Satisfait;Homme;4;Oui;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
62;Non marrié(e);6;45;$25 - $49;22,7;Standard;Bac +5 et +;11;Oui;2 à 5;Neutre;Homme;1;Oui;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
31;Marrié(e);1;23;Inf à $25;11,1;Economique;Inf au Bac;10;Non;2 à 5;Satisfait;Homme;4;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
35;Non marrié(e);15;43;$25 - $49;21,5;Standard;Bac +3/4;5;Non;2 à 5;Très insatisfait;Femme;1;Oui;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
28;Marrié(e);8;15;Inf à $25;7,5;Economique;Bac +2;3;Non;Moins de 2;Insatistait;Femme;5;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
38;Marrié(e);0;25;$25 - $49;12,5;Economique;Inf au Bac;10;Non;2 à 5;Très satisfait;Femme;3;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
21;Non marrié(e);2;12;Inf à $25;5,8;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
40;Non marrié(e);7;52;$50 - $74;26,6;Standard;Inf au Bac;14;Non;2 à 5;Très insatisfait;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
26;Marrié(e);4;23;Inf à $25;11,1;Economique;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Homme;5;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
34;Non marrié(e);5;46;$25 - $49;22,2;Standard;Niveau Bac;10;Non;2 à 5;Très satisfait;Homme;1;Oui;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
24;Marrié(e);1;27;$25 - $49;13,8;Economique;Niveau Bac;5;Non;2 à 5;Satisfait;Homme;3;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
36;Non marrié(e);11;36;$25 - $49;18,1;Standard;Bac +3/4;10;Non;2 à 5;Satisfait;Femme;3;Oui;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
44;Non marrié(e);12;30;$25 - $49;15,2;Standard;Bac +3/4;11;Non;2 à 5;Très insatisfait;Femme;4;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
40;Marrié(e);15;76;$75 - $124;38,9;Luxe;Niveau Bac;13;Non;2 à 5;Satisfait;Homme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
61;Marrié(e);29;14;Inf à $25;7,1;Economique;Bac +2;10;Oui;2 à 5;Satisfait;Homme;2;Non;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
52;Non marrié(e);14;241;$75 - $124;76,7;Luxe;Inf au Bac;36;Non;6 à 10;Très satisfait;Homme;1;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
67;Marrié(e);1;205;$75 - $124;76,5;Luxe;Niveau Bac;37;Non;6 à 10;Très satisfait;Homme;2;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
50;Marrié(e);12;71;$50 - $74;36,4;Luxe;Bac +3/4;18;Non;6 à 10;Très satisfait;Homme;4;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
37;Non marrié(e);11;32;$25 - $49;15,9;Standard;Niveau Bac;11;Non;2 à 5;Neutre;Homme;1;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
72;Marrié(e);36;51;$50 - $74;25,8;Standard;Bac +2;33;Oui;6 à 10;Très satisfait;Homme;2;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
27;Non marrié(e);5;74;$50 - $74;37,1;Luxe;Niveau Bac;8;Non;2 à 5;Très satisfait;Homme;2;Non;Non;Non;Oui;Aucun;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non
36;Non marrié(e);2;48;$25 - $49;23;Standard;Bac +3/4;9;Non;2 à 5;Insatistait;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
42;Non marrié(e);22;87;$75 - $124;43,5;Luxe;Niveau Bac;15;Non;6 à 10;Satisfait;Femme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
29;Non marrié(e);6;38;$25 - $49;19;Standard;Inf au Bac;11;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
31;Non marrié(e);7;24;Inf à $25;11,8;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Non;Non;Oui;Aucun;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Oui;Non
